Sex;Autonomous Communities;Measurements and percentiles;Periodo;Total
Females;Cantabria;10th Percentile;2015;6.649,48
Females;Cantabria;10th Percentile;2014;5.702,94
Females;Cantabria;10th Percentile;2013;6.678,85
Females;Cantabria;10th Percentile;2012;6.771,84
Females;Cantabria;10th Percentile;2011;6.801,05
Females;Cantabria;10th Percentile;2010;6.336,93
Females;Cantabria;10th Percentile;2009;6.776,26
Females;Cantabria;10th Percentile;2008;6.683,02
Females;Cantabria;25th Percentile;2024;15.021,75
Females;Cantabria;25th Percentile;2023;14.836,07
Females;Cantabria;25th Percentile;2022;13.855,7
Females;Cantabria;25th Percentile;2021;13.007,16
Females;Cantabria;25th Percentile;2020;12.184,28
Females;Cantabria;25th Percentile;2019;12.300,5
Females;Cantabria;25th Percentile;2018;12.030,68
Females;Cantabria;25th Percentile;2017;11.223,96
Females;Cantabria;25th Percentile;2016;10.567,96
Females;Cantabria;25th Percentile;2015;10.632,86
Females;Cantabria;25th Percentile;2014;9.768,74
Females;Cantabria;25th Percentile;2013;10.177,32
Females;Cantabria;25th Percentile;2012;10.015,6
Females;Cantabria;25th Percentile;2011;10.672,94
Females;Cantabria;25th Percentile;2010;10.578,72
Females;Cantabria;25th Percentile;2009;10.343,01
Females;Cantabria;25th Percentile;2008;10.465,79
Females;Cantabria;50th Percentile;2024;20.012,64
Females;Cantabria;50th Percentile;2023;20.005,18
Females;Cantabria;50th Percentile;2022;18.557,96
Females;Cantabria;50th Percentile;2021;18.036,06
Females;Cantabria;50th Percentile;2020;17.287,2
Females;Cantabria;50th Percentile;2019;17.278,21
Females;Cantabria;50th Percentile;2018;16.163,33
Females;Cantabria;50th Percentile;2017;15.998,06
Females;Cantabria;50th Percentile;2016;15.414,19
Females;Cantabria;50th Percentile;2015;15.456
Females;Cantabria;50th Percentile;2014;15.060,5
Females;Cantabria;50th Percentile;2013;14.575,17
Females;Cantabria;50th Percentile;2012;14.449,44
Females;Cantabria;50th Percentile;2011;14.912,6
Females;Cantabria;50th Percentile;2010;14.813,15
Females;Cantabria;50th Percentile;2009;14.415,9
Females;Cantabria;50th Percentile;2008;15.029,34
Females;Cantabria;75th Percentile;2024;30.312,54
Females;Cantabria;75th Percentile;2023;30.142,85
Females;Cantabria;75th Percentile;2022;28.278,14
Females;Cantabria;75th Percentile;2021;28.547,28
Females;Cantabria;75th Percentile;2020;27.501,8
Females;Cantabria;75th Percentile;2019;27.128,94
Females;Cantabria;75th Percentile;2018;24.741,46
Females;Cantabria;75th Percentile;2017;24.158,18
Females;Cantabria;75th Percentile;2016;22.639,07
Females;Cantabria;75th Percentile;2015;23.529,66
Females;Cantabria;75th Percentile;2014;22.529,78
Females;Cantabria;75th Percentile;2013;21.069
Females;Cantabria;75th Percentile;2012;20.123,96
Females;Cantabria;75th Percentile;2011;22.160,81
Females;Cantabria;75th Percentile;2010;22.075,96
Females;Cantabria;75th Percentile;2009;23.159,33
Females;Cantabria;75th Percentile;2008;21.810,64
Females;Cantabria;90th Percentile;2024;43.411,62
Females;Cantabria;90th Percentile;2023;42.061,12
Females;Cantabria;90th Percentile;2022;41.017,77
Females;Cantabria;90th Percentile;2021;39.815,67
Females;Cantabria;90th Percentile;2020;39.039,04
Females;Cantabria;90th Percentile;2019;38.356,2
Females;Cantabria;90th Percentile;2018;35.985,63
Females;Cantabria;90th Percentile;2017;35.932,08
Females;Cantabria;90th Percentile;2016;34.673,91
Females;Cantabria;90th Percentile;2015;33.824,31
Females;Cantabria;90th Percentile;2014;33.564,39
Females;Cantabria;90th Percentile;2013;29.778,35
Females;Cantabria;90th Percentile;2012;31.881,72
Females;Cantabria;90th Percentile;2011;32.478,64
Females;Cantabria;90th Percentile;2010;32.448,03
Females;Cantabria;90th Percentile;2009;35.207,22
Females;Cantabria;90th Percentile;2008;32.464,19
Females;Castilla y León;Average;2024;23.646,7
Females;Castilla y León;Average;2023;23.104,3
Females;Castilla y León;Average;2022;21.773,27
Females;Castilla y León;Average;2021;20.795,39
Females;Castilla y León;Average;2020;20.314,96
Females;Castilla y León;Average;2019;19.414,11
Females;Castilla y León;Average;2018;19.056,53
Females;Castilla y León;Average;2017;18.796,93
Females;Castilla y León;Average;2016;18.662,42
Females;Castilla y León;Average;2015;18.523,74
Females;Castilla y León;Average;2014;17.682,88
Females;Castilla y León;Average;2013;17.429,41
Females;Castilla y León;Average;2012;17.552,07
Females;Castilla y León;Average;2011;18.193,91
Females;Castilla y León;Average;2010;17.683,88
Females;Castilla y León;Average;2009;18.249,87
Females;Castilla y León;Average;2008;17.573,56
Females;Castilla y León;10th Percentile;2024;9.174,79
Females;Castilla y León;10th Percentile;2023;9.039,65
Females;Castilla y León;10th Percentile;2022;7.902,39
Females;Castilla y León;10th Percentile;2021;7.471,19
Females;Castilla y León;10th Percentile;2020;6.659,18
Females;Castilla y León;10th Percentile;2019;6.765,51
Females;Castilla y León;10th Percentile;2018;6.313,51
Females;Castilla y León;10th Percentile;2017;7.108,18
Females;Castilla y León;10th Percentile;2016;6.707,29
Females;Castilla y León;10th Percentile;2015;6.793,86
Females;Castilla y León;10th Percentile;2014;5.727,2
Females;Castilla y León;10th Percentile;2013;5.630,59
Females;Castilla y León;10th Percentile;2012;6.076,19
Females;Castilla y León;10th Percentile;2011;6.363,75
Females;Castilla y León;10th Percentile;2010;6.035,57
Females;Castilla y León;10th Percentile;2009;6.789,42
Females;Castilla y León;10th Percentile;2008;6.753,94
Females;Castilla y León;25th Percentile;2024;15.172,48
Females;Castilla y León;25th Percentile;2023;14.306,29
Females;Castilla y León;25th Percentile;2022;13.094,03
Females;Castilla y León;25th Percentile;2021;12.289,42
Females;Castilla y León;25th Percentile;2020;11.463,22
Females;Castilla y León;25th Percentile;2019;11.519,02
Females;Castilla y León;25th Percentile;2018;10.622,62
Females;Castilla y León;25th Percentile;2017;10.770
Females;Castilla y León;25th Percentile;2016;10.755,51
Females;Castilla y León;25th Percentile;2015;10.703,93
Females;Castilla y León;25th Percentile;2014;9.690,44
Females;Castilla y León;25th Percentile;2013;9.825,12
Females;Castilla y León;25th Percentile;2012;10.185
Females;Castilla y León;25th Percentile;2011;10.688,79
Females;Castilla y León;25th Percentile;2010;10.239,1
Females;Castilla y León;25th Percentile;2009;10.573,33
Females;Castilla y León;25th Percentile;2008;10.445,72
Females;Castilla y León;50th Percentile;2024;20.088,76
Females;Castilla y León;50th Percentile;2023;19.610,03
Females;Castilla y León;50th Percentile;2022;18.166,97
Females;Castilla y León;50th Percentile;2021;17.479,26
Females;Castilla y León;50th Percentile;2020;17.000,04
Females;Castilla y León;50th Percentile;2019;16.352,32
Females;Castilla y León;50th Percentile;2018;16.689,49
Females;Castilla y León;50th Percentile;2017;15.985,41
Females;Castilla y León;50th Percentile;2016;15.916,57
Females;Castilla y León;50th Percentile;2015;15.806,28
Females;Castilla y León;50th Percentile;2014;15.269,56
Females;Castilla y León;50th Percentile;2013;15.087,95
Females;Castilla y León;50th Percentile;2012;15.275,45
Females;Castilla y León;50th Percentile;2011;15.805,06
Females;Castilla y León;50th Percentile;2010;15.103,16
Females;Castilla y León;50th Percentile;2009;15.309,12
Females;Castilla y León;50th Percentile;2008;14.817,65
Females;Castilla y León;75th Percentile;2024;29.888,77
Females;Castilla y León;75th Percentile;2023;28.852,44
Females;Castilla y León;75th Percentile;2022;27.123
Females;Castilla y León;75th Percentile;2021;26.533,6
Females;Castilla y León;75th Percentile;2020;26.035,89
Females;Castilla y León;75th Percentile;2019;24.794,74
Females;Castilla y León;75th Percentile;2018;24.456,66
Females;Castilla y León;75th Percentile;2017;23.910,55
Females;Castilla y León;75th Percentile;2016;23.777,45
Females;Castilla y León;75th Percentile;2015;23.633,69
Females;Castilla y León;75th Percentile;2014;23.002,6
Females;Castilla y León;75th Percentile;2013;22.461,94
Females;Castilla y León;75th Percentile;2012;22.631,56
Females;Castilla y León;75th Percentile;2011;23.222,14
Females;Castilla y León;75th Percentile;2010;21.828,54
Females;Castilla y León;75th Percentile;2009;22.894,37
Females;Castilla y León;75th Percentile;2008;21.733,65
Females;Castilla y León;90th Percentile;2024;41.526,56
Females;Castilla y León;90th Percentile;2023;41.014,57
Females;Castilla y León;90th Percentile;2022;39.758,73
Females;Castilla y León;90th Percentile;2021;36.659,27
Females;Castilla y León;90th Percentile;2020;36.465,57
Females;Castilla y León;90th Percentile;2019;34.655,08
Females;Castilla y León;90th Percentile;2018;34.681
Females;Castilla y León;90th Percentile;2017;33.965,65
Females;Castilla y León;90th Percentile;2016;34.192,43
Females;Castilla y León;90th Percentile;2015;33.804,92
Females;Castilla y León;90th Percentile;2014;31.727,83
Females;Castilla y León;90th Percentile;2013;32.263,4
Females;Castilla y León;90th Percentile;2012;31.079,31
Females;Castilla y León;90th Percentile;2011;33.356,31
Females;Castilla y León;90th Percentile;2010;32.436,47
Females;Castilla y León;90th Percentile;2009;33.030,68
Females;Castilla y León;90th Percentile;2008;32.489,41
Females;Castilla - La Mancha;Average;2024;23.766,91
Females;Castilla - La Mancha;Average;2023;22.608,19
Females;Castilla - La Mancha;Average;2022;21.312,65
Females;Castilla - La Mancha;Average;2021;21.154,58
Females;Castilla - La Mancha;Average;2020;20.761,55
Females;Castilla - La Mancha;Average;2019;19.939,58
Females;Castilla - La Mancha;Average;2018;19.088,87
Females;Castilla - La Mancha;Average;2017;18.327,35
Females;Castilla - La Mancha;Average;2016;18.213,71
Females;Castilla - La Mancha;Average;2015;18.097,55
Females;Castilla - La Mancha;Average;2014;18.157,02
Females;Castilla - La Mancha;Average;2013;17.481,02
Females;Castilla - La Mancha;Average;2012;17.527,3
Females;Castilla - La Mancha;Average;2011;18.001,99
Females;Castilla - La Mancha;Average;2010;17.913
Females;Castilla - La Mancha;Average;2009;17.709,92
Females;Castilla - La Mancha;Average;2008;17.562,94
Females;Castilla - La Mancha;10th Percentile;2024;9.591,7
Females;Castilla - La Mancha;10th Percentile;2023;8.895,76
Females;Castilla - La Mancha;10th Percentile;2022;7.038,68
Females;Castilla - La Mancha;10th Percentile;2021;7.974,93
Females;Castilla - La Mancha;10th Percentile;2020;7.604,9
Females;Castilla - La Mancha;10th Percentile;2019;6.376,48
Females;Castilla - La Mancha;10th Percentile;2018;6.305,46
Females;Castilla - La Mancha;10th Percentile;2017;6.471,33
Females;Castilla - La Mancha;10th Percentile;2016;5.937,41
Females;Castilla - La Mancha;10th Percentile;2015;5.859,39
Females;Castilla - La Mancha;10th Percentile;2014;5.836,2
Females;Castilla - La Mancha;10th Percentile;2013;6.060,23
Females;Castilla - La Mancha;10th Percentile;2012;6.099,08
Females;Castilla - La Mancha;10th Percentile;2011;6.701,46
Females;Castilla - La Mancha;10th Percentile;2010;6.512,52
Females;Castilla - La Mancha;10th Percentile;2009;6.648,21
Females;Castilla - La Mancha;10th Percentile;2008;6.701,4
Females;Castilla - La Mancha;25th Percentile;2024;15.258,34
Females;Castilla - La Mancha;25th Percentile;2023;14.029,13
Females;Castilla - La Mancha;25th Percentile;2022;12.946,57
Females;Castilla - La Mancha;25th Percentile;2021;12.917,9
Females;Castilla - La Mancha;25th Percentile;2020;12.331,43
Females;Castilla - La Mancha;25th Percentile;2019;11.657,19
Females;Castilla - La Mancha;25th Percentile;2018;10.284,05
Females;Castilla - La Mancha;25th Percentile;2017;9.930,07
Females;Castilla - La Mancha;25th Percentile;2016;9.795,42
Females;Castilla - La Mancha;25th Percentile;2015;9.470,08
Females;Castilla - La Mancha;25th Percentile;2014;10.095,37
Females;Castilla - La Mancha;25th Percentile;2013;9.962,03
Females;Castilla - La Mancha;25th Percentile;2012;10.004,38
Females;Castilla - La Mancha;25th Percentile;2011;10.865,51
Females;Castilla - La Mancha;25th Percentile;2010;10.193,69
Females;Castilla - La Mancha;25th Percentile;2009;10.302,2
Females;Castilla - La Mancha;25th Percentile;2008;10.271,64
Females;Castilla - La Mancha;50th Percentile;2024;19.345,97
Females;Castilla - La Mancha;50th Percentile;2023;18.752,8
Females;Castilla - La Mancha;50th Percentile;2022;17.887,13
Females;Castilla - La Mancha;50th Percentile;2021;17.580,04
Females;Castilla - La Mancha;50th Percentile;2020;17.037,62
Females;Castilla - La Mancha;50th Percentile;2019;16.554,6
Females;Castilla - La Mancha;50th Percentile;2018;15.751,2
Females;Castilla - La Mancha;50th Percentile;2017;15.130,6
Females;Castilla - La Mancha;50th Percentile;2016;15.670,87
Females;Castilla - La Mancha;50th Percentile;2015;15.566,1
Females;Castilla - La Mancha;50th Percentile;2014;15.860,4
Females;Castilla - La Mancha;50th Percentile;2013;15.206,58
Females;Castilla - La Mancha;50th Percentile;2012;14.956,86
Females;Castilla - La Mancha;50th Percentile;2011;16.092,7
Females;Castilla - La Mancha;50th Percentile;2010;15.059,88
Females;Castilla - La Mancha;50th Percentile;2009;15.057,5
Females;Castilla - La Mancha;50th Percentile;2008;14.887,81
Females;Castilla - La Mancha;75th Percentile;2024;29.408,72
Females;Castilla - La Mancha;75th Percentile;2023;27.777,8
Females;Castilla - La Mancha;75th Percentile;2022;26.111,54
Females;Castilla - La Mancha;75th Percentile;2021;26.178,69
Females;Castilla - La Mancha;75th Percentile;2020;25.934,5
Females;Castilla - La Mancha;75th Percentile;2019;25.096,96
Females;Castilla - La Mancha;75th Percentile;2018;23.899,6
Females;Castilla - La Mancha;75th Percentile;2017;23.041,89
Females;Castilla - La Mancha;75th Percentile;2016;23.699,63
Females;Castilla - La Mancha;75th Percentile;2015;23.406,5
Females;Castilla - La Mancha;75th Percentile;2014;24.006,32
Females;Castilla - La Mancha;75th Percentile;2013;22.000,48
Females;Castilla - La Mancha;75th Percentile;2012;21.632,21
Females;Castilla - La Mancha;75th Percentile;2011;22.729,09
Females;Castilla - La Mancha;75th Percentile;2010;22.265,92
Females;Castilla - La Mancha;75th Percentile;2009;22.109,88
Females;Castilla - La Mancha;75th Percentile;2008;22.037,78
Females;Castilla - La Mancha;90th Percentile;2024;42.357,27
Females;Castilla - La Mancha;90th Percentile;2023;40.515,87
Females;Castilla - La Mancha;90th Percentile;2022;38.664,24
Females;Castilla - La Mancha;90th Percentile;2021;38.206,13
Females;Castilla - La Mancha;90th Percentile;2020;38.104,33
Females;Castilla - La Mancha;90th Percentile;2019;37.357,15
Females;Castilla - La Mancha;90th Percentile;2018;35.091,12
Females;Castilla - La Mancha;90th Percentile;2017;33.944,24
Females;Castilla - La Mancha;90th Percentile;2016;33.367,32
Females;Castilla - La Mancha;90th Percentile;2015;34.183,05
Females;Castilla - La Mancha;90th Percentile;2014;32.820,82
Females;Castilla - La Mancha;90th Percentile;2013;31.051,78
Females;Castilla - La Mancha;90th Percentile;2012;31.989,91
Females;Castilla - La Mancha;90th Percentile;2011;31.372,42
Females;Castilla - La Mancha;90th Percentile;2010;32.039,81
Females;Castilla - La Mancha;90th Percentile;2009;32.205,79
Females;Castilla - La Mancha;90th Percentile;2008;32.148,89
Females;Cataluña;Average;2024;29.030,09
Females;Cataluña;Average;2023;27.240,93
Females;Cataluña;Average;2022;25.659,03
Females;Cataluña;Average;2021;25.015,94
Females;Cataluña;Average;2020;24.096,69
Females;Cataluña;Average;2019;22.988,22
Females;Cataluña;Average;2018;22.289,9
Females;Cataluña;Average;2017;21.801,47
Females;Cataluña;Average;2016;21.110,34
Females;Cataluña;Average;2015;20.946,56
Females;Cataluña;Average;2014;20.324,88
Females;Cataluña;Average;2013;20.740,55
Females;Cataluña;Average;2012;20.931,07
Females;Cataluña;Average;2011;20.799,94
Females;Cataluña;Average;2010;21.042,14
Females;Cataluña;Average;2009;20.467,14
Females;Cataluña;Average;2008;19.928,48
Females;Cataluña;10th Percentile;2024;10.369,69
Females;Cataluña;10th Percentile;2023;9.979,37
Females;Cataluña;10th Percentile;2022;9.077,92
Females;Cataluña;10th Percentile;2021;9.440,73
Females;Cataluña;10th Percentile;2020;8.845,5
Females;Cataluña;10th Percentile;2019;8.147,18
Females;Cataluña;10th Percentile;2018;7.558,5
Females;Cataluña;10th Percentile;2017;7.759,96
Females;Cataluña;10th Percentile;2016;7.232,95
Females;Cataluña;10th Percentile;2015;6.943,29
Females;Cataluña;10th Percentile;2014;6.282,79
Females;Cataluña;10th Percentile;2013;6.876,2
Females;Cataluña;10th Percentile;2012;7.299,54
Females;Cataluña;10th Percentile;2011;7.587,42
Females;Cataluña;10th Percentile;2010;7.684,54
Females;Cataluña;10th Percentile;2009;7.817,9
Females;Cataluña;10th Percentile;2008;7.661,82
Females;Cataluña;25th Percentile;2024;16.801,33
Females;Cataluña;25th Percentile;2023;15.761,14
Females;Cataluña;25th Percentile;2022;14.702
Females;Cataluña;25th Percentile;2021;14.479,61
Females;Cataluña;25th Percentile;2020;14.048,89
Females;Cataluña;25th Percentile;2019;13.441,14
Females;Cataluña;25th Percentile;2018;12.558,47
Females;Cataluña;25th Percentile;2017;12.586,62
Females;Cataluña;25th Percentile;2016;11.795,02
Females;Cataluña;25th Percentile;2015;11.824,84
Females;Cataluña;25th Percentile;2014;11.593,37
Females;Cataluña;25th Percentile;2013;11.897,88
Females;Cataluña;25th Percentile;2012;12.321,69
Females;Cataluña;25th Percentile;2011;12.307,46
Females;Cataluña;25th Percentile;2010;12.314,57
Females;Cataluña;25th Percentile;2009;12.155,03
Females;Cataluña;25th Percentile;2008;11.900,52
Females;Cataluña;50th Percentile;2024;24.756,03
Females;Cataluña;50th Percentile;2023;23.407,44
Females;Cataluña;50th Percentile;2022;21.602,76
Females;Cataluña;50th Percentile;2021;21.087,54
Females;Cataluña;50th Percentile;2020;20.385,64
Females;Cataluña;50th Percentile;2019;19.750
Females;Cataluña;50th Percentile;2018;18.929,02
Females;Cataluña;50th Percentile;2017;18.865,83
Females;Cataluña;50th Percentile;2016;18.372,96
Females;Cataluña;50th Percentile;2015;18.088,32
Females;Cataluña;50th Percentile;2014;17.964,44
Females;Cataluña;50th Percentile;2013;17.962,12
Females;Cataluña;50th Percentile;2012;18.049,47
Females;Cataluña;50th Percentile;2011;18.209,1
Females;Cataluña;50th Percentile;2010;18.016,02
Females;Cataluña;50th Percentile;2009;17.630,34
Females;Cataluña;50th Percentile;2008;16.949,36
Females;Cataluña;75th Percentile;2024;36.880,49
Females;Cataluña;75th Percentile;2023;34.243,08
Females;Cataluña;75th Percentile;2022;32.955,4
Females;Cataluña;75th Percentile;2021;31.695,28
Females;Cataluña;75th Percentile;2020;30.409,49
Females;Cataluña;75th Percentile;2019;29.159,18
Females;Cataluña;75th Percentile;2018;28.105,79
Females;Cataluña;75th Percentile;2017;27.662,18
Females;Cataluña;75th Percentile;2016;27.070,15
Females;Cataluña;75th Percentile;2015;26.996,55
Females;Cataluña;75th Percentile;2014;25.959,58
Females;Cataluña;75th Percentile;2013;26.311,19
Females;Cataluña;75th Percentile;2012;26.388,98
Females;Cataluña;75th Percentile;2011;26.333,29
Females;Cataluña;75th Percentile;2010;26.680,29
Females;Cataluña;75th Percentile;2009;25.885,35
Females;Cataluña;75th Percentile;2008;24.755,68
Females;Cataluña;90th Percentile;2024;51.839,11
Females;Cataluña;90th Percentile;2023;48.224,13
Females;Cataluña;90th Percentile;2022;46.381,14
Females;Cataluña;90th Percentile;2021;44.937,39
Females;Cataluña;90th Percentile;2020;43.702,05
Females;Cataluña;90th Percentile;2019;41.211,06
Females;Cataluña;90th Percentile;2018;40.191,67
Females;Cataluña;90th Percentile;2017;38.780,08
Females;Cataluña;90th Percentile;2016;37.765,35
Females;Cataluña;90th Percentile;2015;37.670,88
Females;Cataluña;90th Percentile;2014;36.695,83
Females;Cataluña;90th Percentile;2013;37.098,02
Females;Cataluña;90th Percentile;2012;36.955,81
Females;Cataluña;90th Percentile;2011;36.132,88
Females;Cataluña;90th Percentile;2010;37.712,35
Females;Cataluña;90th Percentile;2009;36.491,66
Females;Cataluña;90th Percentile;2008;35.008,98
Females;Comunitat Valenciana;Average;2024;24.208,4
Females;Comunitat Valenciana;Average;2023;23.205,68
Females;Comunitat Valenciana;Average;2022;22.135,35
Females;Comunitat Valenciana;Average;2021;20.670,5
Females;Comunitat Valenciana;Average;2020;20.165,73
Females;Comunitat Valenciana;Average;2019;19.314,58
Females;Comunitat Valenciana;Average;2018;19.235,72
Females;Comunitat Valenciana;Average;2017;18.523,81
Females;Comunitat Valenciana;Average;2016;18.349,52
Females;Comunitat Valenciana;Average;2015;17.811,38
Females;Comunitat Valenciana;Average;2014;17.511,66
Females;Comunitat Valenciana;Average;2013;17.918,36
Females;Comunitat Valenciana;Average;2012;17.870,88
Females;Comunitat Valenciana;Average;2011;18.052,49
Females;Comunitat Valenciana;Average;2010;17.776,59
Females;Comunitat Valenciana;Average;2009;17.426,72
Females;Comunitat Valenciana;Average;2008;16.929,69
Females;Comunitat Valenciana;10th Percentile;2024;8.380,82
Females;Comunitat Valenciana;10th Percentile;2023;8.016,96
Females;Comunitat Valenciana;10th Percentile;2022;7.800
Females;Comunitat Valenciana;10th Percentile;2021;6.867,6
Females;Comunitat Valenciana;10th Percentile;2020;7.009,98
Females;Comunitat Valenciana;10th Percentile;2019;6.356,62
Females;Comunitat Valenciana;10th Percentile;2018;6.127,1
Females;Comunitat Valenciana;10th Percentile;2017;5.705,92
Females;Comunitat Valenciana;10th Percentile;2016;5.923,25
Females;Comunitat Valenciana;10th Percentile;2015;5.292,66
Females;Comunitat Valenciana;10th Percentile;2014;5.563,1
Females;Comunitat Valenciana;10th Percentile;2013;6.006,52
Females;Comunitat Valenciana;10th Percentile;2012;6.297,4
Females;Comunitat Valenciana;10th Percentile;2011;6.563,93
Females;Comunitat Valenciana;10th Percentile;2010;6.276,39
Females;Comunitat Valenciana;10th Percentile;2009;6.373,36
Females;Comunitat Valenciana;10th Percentile;2008;6.502,44
Females;Comunitat Valenciana;25th Percentile;2024;14.465,95
Females;Comunitat Valenciana;25th Percentile;2023;13.952,17
Females;Comunitat Valenciana;25th Percentile;2022;13.728,76
Females;Comunitat Valenciana;25th Percentile;2021;11.916,85
Females;Comunitat Valenciana;25th Percentile;2020;11.707,31
Females;Comunitat Valenciana;25th Percentile;2019;10.835,7
Females;Comunitat Valenciana;25th Percentile;2018;10.867,61
Females;Comunitat Valenciana;25th Percentile;2017;10.345,03
Females;Comunitat Valenciana;25th Percentile;2016;10.111,64
Females;Comunitat Valenciana;25th Percentile;2015;9.547,21
Females;Comunitat Valenciana;25th Percentile;2014;9.658,32
Females;Comunitat Valenciana;25th Percentile;2013;9.823,37
Females;Comunitat Valenciana;25th Percentile;2012;10.249,98
Females;Comunitat Valenciana;25th Percentile;2011;10.367,36
Females;Comunitat Valenciana;25th Percentile;2010;10.660,83
Females;Comunitat Valenciana;25th Percentile;2009;10.229,54
Females;Comunitat Valenciana;25th Percentile;2008;10.458,44
Females;Comunitat Valenciana;50th Percentile;2024;19.890,09
Females;Comunitat Valenciana;50th Percentile;2023;19.193,64
Females;Comunitat Valenciana;50th Percentile;2022;18.263,9
Females;Comunitat Valenciana;50th Percentile;2021;17.129,57
Females;Comunitat Valenciana;50th Percentile;2020;16.540,03
Females;Comunitat Valenciana;50th Percentile;2019;15.913,39
Females;Comunitat Valenciana;50th Percentile;2018;16.283,93
Females;Comunitat Valenciana;50th Percentile;2017;15.653,28
Females;Comunitat Valenciana;50th Percentile;2016;15.418,32
Females;Comunitat Valenciana;50th Percentile;2015;15.283,9
Females;Comunitat Valenciana;50th Percentile;2014;15.322,63
Females;Comunitat Valenciana;50th Percentile;2013;15.340,3
Females;Comunitat Valenciana;50th Percentile;2012;15.602,67
Females;Comunitat Valenciana;50th Percentile;2011;15.853,69
Females;Comunitat Valenciana;50th Percentile;2010;15.293,73
Females;Comunitat Valenciana;50th Percentile;2009;15.001,98
Females;Comunitat Valenciana;50th Percentile;2008;14.699,57
Females;Comunitat Valenciana;75th Percentile;2024;30.763,54
Females;Comunitat Valenciana;75th Percentile;2023;29.926,28
Females;Comunitat Valenciana;75th Percentile;2022;27.134,47
Females;Comunitat Valenciana;75th Percentile;2021;26.590,08
Females;Comunitat Valenciana;75th Percentile;2020;25.690,87
Females;Comunitat Valenciana;75th Percentile;2019;24.514,53
Females;Comunitat Valenciana;75th Percentile;2018;24.240
Females;Comunitat Valenciana;75th Percentile;2017;23.512,5
Females;Comunitat Valenciana;75th Percentile;2016;23.126,03
Females;Comunitat Valenciana;75th Percentile;2015;22.570,16
Females;Comunitat Valenciana;75th Percentile;2014;22.116,24
Females;Comunitat Valenciana;75th Percentile;2013;22.892,3
Females;Comunitat Valenciana;75th Percentile;2012;22.471,48
Females;Comunitat Valenciana;75th Percentile;2011;22.872,88
Females;Comunitat Valenciana;75th Percentile;2010;22.202,72
Females;Comunitat Valenciana;75th Percentile;2009;21.691,3
Females;Comunitat Valenciana;75th Percentile;2008;20.693,12
Females;Comunitat Valenciana;90th Percentile;2024;43.742,8
Females;Comunitat Valenciana;90th Percentile;2023;42.454,07
Females;Comunitat Valenciana;90th Percentile;2022;40.078,88
Females;Comunitat Valenciana;90th Percentile;2021;36.939,47
Females;Comunitat Valenciana;90th Percentile;2020;36.358,87
Females;Comunitat Valenciana;90th Percentile;2019;35.332,44
Females;Comunitat Valenciana;90th Percentile;2018;35.128,65
Females;Comunitat Valenciana;90th Percentile;2017;34.497,55
Females;Comunitat Valenciana;90th Percentile;2016;34.515,81
Females;Comunitat Valenciana;90th Percentile;2015;33.509,39
Females;Comunitat Valenciana;90th Percentile;2014;31.932,96
Females;Comunitat Valenciana;90th Percentile;2013;32.835,06
Females;Comunitat Valenciana;90th Percentile;2012;32.198,64
Females;Comunitat Valenciana;90th Percentile;2011;31.533,02
Females;Comunitat Valenciana;90th Percentile;2010;31.602,42
Females;Comunitat Valenciana;90th Percentile;2009;31.982,96
Females;Comunitat Valenciana;90th Percentile;2008;29.038,13
Females;Extremadura;Average;2024;23.296,85
Females;Extremadura;Average;2023;22.181,88
Females;Extremadura;Average;2022;20.637,14
Females;Extremadura;Average;2021;19.833,03
Females;Extremadura;Average;2020;18.791,05
Females;Extremadura;Average;2019;18.012,58
Females;Extremadura;Average;2018;17.972,63
Females;Extremadura;Average;2017;17.722,29
Females;Extremadura;Average;2016;17.360,28
Females;Extremadura;Average;2015;17.304,65
Females;Extremadura;Average;2014;17.413,85
Females;Extremadura;Average;2013;16.304,55
Females;Extremadura;Average;2012;17.401,9
Females;Extremadura;Average;2011;18.060,8
Females;Extremadura;Average;2010;17.876,85
Females;Extremadura;Average;2009;17.549,86
Females;Extremadura;Average;2008;16.623,4
Females;Extremadura;10th Percentile;2024;7.565,39
Females;Extremadura;10th Percentile;2023;7.039,27
Females;Extremadura;10th Percentile;2022;6.447,38
Females;Extremadura;10th Percentile;2021;6.233,11
Females;Extremadura;10th Percentile;2020;6.095,65
Females;Extremadura;10th Percentile;2019;5.716,51
Females;Extremadura;10th Percentile;2018;5.338,05
Females;Extremadura;10th Percentile;2017;4.723,67
Females;Extremadura;10th Percentile;2016;4.900,81
Females;Extremadura;10th Percentile;2015;4.882,11
Females;Extremadura;10th Percentile;2014;5.041,32
Females;Extremadura;10th Percentile;2013;4.217,83
Females;Extremadura;10th Percentile;2012;6.224,51
Females;Extremadura;10th Percentile;2011;5.494,52
Females;Extremadura;10th Percentile;2010;5.396,52
Females;Extremadura;10th Percentile;2009;6.158,11
Females;Extremadura;10th Percentile;2008;6.480,19
Females;Extremadura;25th Percentile;2024;12.566,4
Females;Extremadura;25th Percentile;2023;11.791,9
Females;Extremadura;25th Percentile;2022;10.627
Females;Extremadura;25th Percentile;2021;10.522,25
Females;Extremadura;25th Percentile;2020;10.455,32
Females;Extremadura;25th Percentile;2019;9.526,66
Females;Extremadura;25th Percentile;2018;8.781,44
Females;Extremadura;25th Percentile;2017;9.009,7
Females;Extremadura;25th Percentile;2016;8.466,45
Females;Extremadura;25th Percentile;2015;8.837,33
